16	0.807104	0.994528
20	0.755264	0.8024
22	0.75568	0.792
24	0.747136	0.78304
26	0.751168	0.787168
28	0.744448	0.779776
30	0.745152	0.780736
32	0.745984	0.7816
34	0.741344	0.784032
36	0.741888	0.777568
38	0.743072	0.7784
40	0.77296	0.808544
44	0.7392	0.772128
48	0.74368	0.779232
52	0.739296	0.775072
56	0.744544	0.78064
60	0.739712	0.775136
66	0.742656	0.78448
72	0.759488	0.79536
78	0.740992	0.776608
84	1.53219	1.56797
92	0.73632	0.772928
100	0.741344	0.777696
110	0.734208	0.770112
120	0.743904	0.779712
132	0.734912	1.00397
144	0.740704	0.776704
158	0.740256	0.7768
172	0.73952	0.776032
188	0.786816	0.822848
206	0.7432	0.779648
226	0.746944	0.784416
248	0.744064	0.7816
272	0.754048	0.796704
298	0.760416	0.797792
326	0.754528	0.792992
358	0.754432	0.796128
392	0.778144	0.81648
430	0.759936	0.79824
472	0.76096	0.800416
518	1.02618	1.29152
568	1.56515	1.60525
624	1.03216	1.07318
686	1.0408	1.07965
754	1.03834	1.07869
828	1.05562	1.09526
910	1.07398	1.11728
1000	1.12608	1.17558
1100	1.03171	1.08352
1210	1.04221	1.08829
1330	1.05555	1.10298
1462	1.06371	1.11194
1608	1.03949	1.08925
1768	1.05466	1.10726
1944	1.07837	1.1312
2138	1.02278	1.30333
2350	1.064	1.12029
2584	1.0416	1.09968
2842	1.06394	1.1247
3126	1.03456	1.09866
3438	1.0615	1.12662
3780	1.04685	1.11315
4158	1.6872	1.76736
4572	1.07965	1.15482
5028	1.07776	1.15715
5530	1.07354	1.19043
6082	1.0727	1.16077
6690	1.05293	1.14998
7358	1.05165	1.15494
8092	1.0816	1.18957
8900	1.04154	1.39664
9790	1.04442	1.16333
10768	1.04688	1.17437
11844	1.04765	1.18371
13028	1.06355	1.20966
14330	1.09085	1.24826
15762	1.1159	1.29114
17338	1.12093	1.3096
19070	1.08816	1.29219
20976	1.13277	1.34307
23072	1.09571	1.32547
25378	1.11642	1.37341
27914	1.13344	1.404
30704	1.75946	2.0519
33774	1.16957	1.72282
37150	1.18102	1.52883
40864	1.20131	1.58106
44950	1.21821	1.6392
49444	1.24627	1.68845
54388	1.26883	1.75414
59826	1.30323	1.83389
65808	1.60554	2.28272
72388	1.63245	2.26058
79626	1.66234	2.34464
87588	1.71382	2.46947
96346	2.03971	3.15869
105980	1.85645	2.90301
116578	1.92595	3.04342
128234	1.98221	3.18246
141056	2.05907	3.43763
155160	2.13616	3.50186
170676	2.24973	3.64682
187742	2.42646	3.60413
206516	2.50909	3.75581
227166	2.63978	3.95901
249882	2.67686	4.12973
274870	2.83642	4.50845
302356	2.92858	4.6527
332590	3.02461	4.85066
365848	3.1728	5.12224
402432	3.13984	5.29053
442674	3.45277	5.80096
486940	3.5687	6.11581
535634	3.81088	6.72714
589196	3.99696	7.00115
648114	4.22432	7.71328
712924	4.57018	8.13549
784216	4.71686	8.54499
862636	5.04842	9.28307
948898	5.36349	9.91501
1043786	5.73405	10.7508
1148164	6.26099	11.8086
1262980	6.61952	12.6058
1389278	7.21853	13.7581
1528204	7.68147	14.8342
1681024	8.13526	16.0328
1849126	8.98669	17.7101
2034038	9.61434	19.1556
2237440	10.26	21.173
2461184	11.1773	22.8172
2707302	12.1596	25.3361
2978032	13.1735	27.3699
3275834	14.3462	29.976
3603416	15.429	32.7435
3963756	16.8039	35.8868
4360130	18.4093	40.0824
4796142	20.1265	43.594
5275756	21.9043	47.749
5803330	23.8664	52.1953
6383662	26.1754	57.3523
7022028	28.6737	63.4519
7724230	31.1181	69.3519
8496652	34.0036	77.4799
9346316	37.0468	83.74
