16	0.804128	1.00192
20	0.75424	0.8016
22	0.757216	0.792992
24	0.749472	0.785472
26	0.748256	0.784192
28	0.747456	0.783392
30	0.747744	0.783424
32	0.744928	0.78064
34	0.749664	0.792608
36	0.744128	0.78
38	0.745184	0.781056
40	0.762176	0.798048
44	0.743936	0.77968
48	0.746112	0.781504
52	0.740896	0.776544
56	0.744128	0.780512
60	0.746752	0.782432
66	0.74192	0.784032
72	0.758272	0.79824
78	0.741888	0.778816
84	1.41283	1.44867
92	0.73552	0.771488
100	0.741536	0.77744
110	0.736288	0.772064
120	0.737568	0.773376
132	0.736672	1.00019
144	0.747776	0.784288
158	0.741728	0.777984
172	0.747328	0.784032
188	0.771616	0.807872
206	0.74352	0.78048
226	0.745952	0.783328
248	0.7432	0.780832
272	0.752928	0.796096
298	0.75792	0.795232
326	0.75664	0.794656
358	0.75568	0.793376
392	0.780256	0.818944
430	0.760384	0.803968
472	0.761312	0.80064
518	1.03331	1.3057
568	1.55421	1.59459
624	1.04198	1.08221
686	1.05347	1.09472
754	1.04829	1.09005
828	1.05904	1.10102
910	1.06784	1.11088
1000	1.09962	1.14378
1100	1.03942	1.09139
1210	1.0471	1.09347
1330	1.06803	1.11517
1462	1.06794	1.11629
1608	1.03629	1.08637
1768	1.04659	1.09811
1944	1.07034	1.12243
2138	1.03251	1.31616
2350	1.06144	1.11763
2584	1.03632	1.09453
2842	1.05725	1.11702
3126	1.04278	1.10736
3438	1.07021	1.14048
3780	1.04678	1.11405
4158	1.57856	1.65878
4572	1.07206	1.14714
5028	1.07088	1.15098
5530	1.08003	1.19667
6082	1.08054	1.16877
6690	1.04531	1.14166
7358	1.05792	1.15955
8092	1.08768	1.20048
8900	1.04333	1.39325
9790	1.05405	1.1719
10768	1.0472	1.17322
11844	1.05373	1.18755
13028	1.06099	1.20682
14330	1.09766	1.25232
15762	1.10899	1.27728
17338	1.12768	1.31398
19070	1.07946	1.27334
20976	1.31917	1.59674
23072	1.17267	1.42973
25378	1.16291	1.5551
27914	1.14858	1.38442
30704	1.72256	1.97792
33774	1.18947	1.71478
37150	1.19213	1.49053
40864	1.2177	1.54205
44950	1.23098	1.5831
49444	1.25834	1.62877
54388	1.28067	1.69498
59826	1.31728	1.76714
65808	1.62976	2.22141
72388	1.64285	2.17344
79626	1.6728	2.2497
87588	1.72368	2.3743
96346	1.75482	2.46512
105980	1.83597	2.60714
116578	1.92006	2.76864
128234	1.97763	2.89853
141056	2.0584	3.15645
155160	2.132	3.22762
170676	2.26502	3.37859
187742	2.42003	3.60227
206516	2.50483	3.75238
227166	2.63542	3.96234
249882	2.68285	4.13661
274870	2.83805	4.52666
302356	2.9185	4.63885
332590	3.01216	4.83459
365848	3.1944	5.15082
402432	3.12496	5.26566
442674	3.45024	5.79059
486940	3.55984	6.06422
535634	3.82595	6.67875
589196	3.99853	7.00701
648114	4.20589	7.42221
712924	4.58694	8.15878
784216	4.71152	8.53965
862636	5.04854	9.2704
948898	5.34474	9.8928
1043786	5.74954	10.7565
1148164	6.28723	11.831
1262980	6.56646	12.5442
1389278	7.26941	13.8071
1528204	7.69472	14.8461
1681024	8.08397	15.9253
1849126	8.84003	17.5348
2034038	9.61526	19.1399
2237440	10.2356	21.1678
2461184	11.1274	22.8881
2707302	12.1911	25.029
2978032	13.1983	27.373
3275834	14.3506	30.0466
3603416	15.4773	32.7428
3963756	16.8317	35.8602
4360130	18.4132	46.6473
4796142	20.0429	44.1402
5275756	21.8772	47.506
5803330	23.8571	52.2297
6383662	26.232	57.4208
7022028	28.3338	62.7276
7724230	30.8855	68.6787
8496652	34.0676	77.1612
9346316	37.0016	83.0841
