16	0.187
20	0.058
22	0.058
24	0.048
26	0.05
28	0.03
30	0.051
32	0.03
34	0.032
36	0.033
38	0.033
40	0.032
44	0.021
48	0.022
52	0.022
56	0.046
60	0.05
66	0.022
72	0.023
78	0.023
84	0.022
92	0.021
100	0.023
110	0.023
120	0.024
132	0.053
144	0.05
158	0.025
172	0.052
188	0.053
206	0.056
226	0.05
248	0.072
272	0.063
298	0.069
326	0.046
358	0.097
392	0.097
430	0.095
472	0.071
518	0.095
568	0.097
624	0.083
686	0.092
754	0.088
828	0.091
910	0.094
1000	0.099
1100	0.105
1210	0.113
1330	0.116
1462	0.121
1608	0.137
1768	0.14
1944	0.158
2138	0.163
2350	0.18
2584	0.193
2842	0.209
3126	0.22
3438	0.244
3780	0.262
4158	0.288
4572	0.315
5028	0.381
5530	0.376
6082	0.412
6690	0.458
7358	0.491
8092	0.539
8900	0.656
9790	0.655
10768	0.719
11844	0.803
13028	0.913
14330	0.974
15762	1.085
17338	1.22
19070	1.322
20976	1.451
23072	1.637
25378	1.845
27914	1.945
30704	2.236
33774	2.463
37150	2.718
40864	2.916
44950	3.275
49444	3.725
54388	4.102
59826	4.561
65808	4.959
72388	5.486
79626	6.069
87588	6.746
96346	7.462
105980	8.361
116578	9.162
128234	10.11
141056	11.087
155160	12.354
170676	13.706
187742	15.198
206516	16.727
227166	18.595
249882	20.281
274870	22.573
302356	25.275
332590	27.863
365848	30.854
402432	33.794
442674	38.071
486940	41.795
535634	47.034
589196	51.088
648114	56.481
712924	64.162
784216	70.242
862636	76.696
948898	85.286
1043786	93.69
1148164	103.846
1262980	115.607
1389278	127.251
1528204	141.335
1681024	157.992
1849126	173.983
2034038	194.657
2237440	214.432
2461184	233.557
2707302	262.094
2978032	291.492
3275834	320.979
3603416	356.388
3963756	397.276
4360130	434.997
4796142	484.629
5275756	537.161
5803330	595.17
6383662	653.452
7022028	727.884
7724230	809.473
8496652	878.746
9346316	984.723
