16	0.114
20	0.104
22	0.063
24	0.084
26	0.047
28	0.053
30	0.044
32	0.022
34	0.04
36	0.041
38	0.039
40	0.031
44	0.065
48	0.048
52	0.059
56	0.047
60	0.056
66	0.034
72	0.023
78	0.052
84	0.05
92	0.022
100	0.024
110	0.024
120	0.056
132	0.034
144	0.025
158	0.065
172	0.04
188	0.054
206	0.049
226	0.041
248	0.078
272	0.069
298	0.051
326	0.099
358	0.099
392	0.106
430	0.096
472	0.071
518	0.096
568	0.09
624	0.083
686	0.083
754	0.086
828	0.106
910	0.098
1000	0.106
1100	0.107
1210	0.114
1330	0.119
1462	0.126
1608	0.131
1768	0.145
1944	0.154
2138	0.167
2350	0.177
2584	0.195
2842	0.207
3126	0.223
3438	0.342
3780	0.266
4158	0.364
4572	0.386
5028	0.398
5530	0.421
6082	0.459
6690	0.505
7358	0.513
8092	0.598
8900	0.61
9790	0.682
10768	0.761
11844	0.83
13028	0.887
14330	0.968
15762	1.1
17338	1.233
19070	1.35
20976	1.461
23072	1.675
25378	1.782
27914	1.971
30704	2.16
33774	2.491
37150	2.756
40864	2.971
44950	3.393
49444	3.732
54388	4.08
59826	4.532
65808	5.011
72388	5.536
79626	6.206
87588	6.804
96346	7.483
105980	8.223
116578	9.178
128234	10.104
141056	11.22
155160	12.306
170676	13.757
187742	15.363
206516	16.509
227166	18.452
249882	20.422
274870	22.498
302356	25.331
332590	27.839
365848	31.054
402432	34.055
442674	37.399
486940	41.887
535634	46.053
589196	50.916
648114	57.096
712924	62.377
784216	69.352
862636	77.616
948898	86.189
1043786	93.727
1148164	103.543
1262980	115.886
1389278	129.198
1528204	141.145
1681024	156.207
1849126	173.382
2034038	194.971
2237440	216.654
2461184	237.841
2707302	264.208
2978032	289.399
3275834	324.596
3603416	356.286
3963756	398.739
4360130	443.223
4796142	486.898
5275756	535.952
5803330	594.5
6383662	660.45
7022028	732.9
7724230	809.135
8496652	886.504
9346316	980.516
