16	0.802688	0.991168
20	0.754208	0.801824
22	0.750688	0.786368
24	0.753152	0.78688
26	0.74608	0.781856
28	0.751648	0.787392
30	0.744704	0.780192
32	0.743488	0.779072
34	0.744288	0.784224
36	0.742432	0.777888
38	0.747424	0.78288
40	0.759424	0.794944
44	0.74096	0.776224
48	0.741088	0.776448
52	0.741696	0.776704
56	0.741248	0.77712
60	0.745312	0.781056
66	0.74176	0.783744
72	0.744416	0.779616
78	0.747296	0.782816
84	1.40835	1.44413
92	0.73536	0.7712
100	0.740864	0.776704
110	0.735264	0.770624
120	0.738944	0.774272
132	0.732576	1.00022
144	0.741344	0.777088
158	0.74	0.775616
172	0.742208	0.77824
188	0.763104	0.799488
206	0.741344	0.777184
226	0.748736	0.7856
248	0.743264	0.780256
272	0.7552	0.7976
298	1.13514	1.17197
326	0.759648	0.797216
358	1.02835	1.06867
392	0.778368	0.818304
430	0.771936	0.811968
472	0.771648	0.812576
518	1.04835	1.32384
568	1.64886	1.68931
624	1.04758	1.08928
686	1.05437	1.09834
754	1.05267	1.09677
828	1.07424	1.11904
910	1.08358	1.13219
1000	1.11952	1.16461
1100	1.04854	1.10083
1210	1.05674	1.1032
1330	1.07123	1.11789
1462	1.08166	1.12883
1608	1.0495	1.09917
1768	1.06557	1.1168
1944	1.07882	1.12918
2138	1.03683	1.31843
2350	1.07648	1.13091
2584	1.05107	1.10691
2842	1.06928	1.12634
3126	1.04672	1.10752
3438	1.07142	1.13398
3780	1.06589	1.12829
4158	1.57443	1.64758
4572	1.08666	1.15779
5028	1.08291	1.15718
5530	1.08429	1.19325
6082	1.09082	1.16931
6690	1.05875	1.14512
7358	1.06227	1.15533
8092	1.09098	1.18864
8900	1.05446	1.39712
9790	1.05421	1.1616
10768	1.05715	1.17587
11844	1.05491	1.1744
13028	1.06784	1.1985
14330	1.09686	1.23517
15762	1.09517	1.24829
17338	1.13507	1.29901
19070	1.0944	1.2672
20976	1.13773	1.33875
23072	1.10022	1.3001
25378	1.12461	1.33702
27914	1.14035	1.37286
30704	1.57939	1.83626
33774	1.18826	1.69923
37150	1.20102	1.49894
40864	1.21693	1.53802
44950	1.2136	1.56342
49444	1.24208	1.61334
54388	1.26813	1.67213
59826	1.30259	1.74541
65808	1.62029	2.34291
72388	1.65043	2.17642
79626	1.66845	2.25056
87588	1.71917	2.34522
96346	1.75251	2.46768
105980	1.83702	2.61293
116578	1.91904	2.76355
128234	1.9824	2.90589
141056	2.05446	3.15514
155160	2.13184	3.22531
170676	2.25478	3.37315
187742	2.42445	3.60653
206516	2.50803	3.7527
227166	2.63664	3.95782
249882	2.68528	4.12586
274870	2.83763	4.51341
302356	2.93526	4.65846
332590	3.01894	4.83942
365848	3.1647	5.1136
402432	3.1337	5.27715
442674	3.46403	5.82339
486940	3.57568	6.09091
535634	3.8175	6.68422
589196	3.9833	7.00022
648114	4.23094	7.45117
712924	4.552	8.10973
784216	4.70931	8.56157
862636	5.04963	9.28538
948898	5.36851	9.91965
1043786	5.77885	10.8223
1148164	6.27392	11.8311
1262980	6.61411	12.5865
1389278	7.27526	13.8177
1528204	7.66934	16.5699
1681024	8.14653	16.0997
1849126	8.82448	17.527
2034038	9.61677	19.1512
2237440	10.2524	21.1868
2461184	11.1496	22.7921
2707302	12.1659	24.9995
2978032	13.1894	27.3572
3275834	14.3196	29.9562
3603416	15.4188	32.7038
3963756	16.8034	35.8916
4360130	18.3973	40.1244
4796142	20.108	43.401
5275756	21.9943	47.8636
5803330	23.8953	52.243
6383662	26.2036	57.4426
7022028	28.6583	64.298
7724230	31.2875	69.2005
8496652	34.1022	77.303
9346316	37.0424	83.093
