16	0.775
20	0.628
22	0.555
24	0.396
26	0.51
28	0.518
30	0.57
32	0.598
34	0.539
36	0.493
38	0.502
40	0.557
44	0.585
48	0.549
52	0.541
56	0.509
60	0.508
66	0.513
72	0.543
78	0.726
84	0.509
92	0.568
100	0.505
110	0.47
120	0.504
132	0.501
144	0.48
158	0.44
172	0.489
188	0.485
206	0.45
226	0.459
248	0.43
272	0.446
298	0.423
326	0.481
358	0.742
392	0.513
430	0.502
472	0.514
518	0.557
568	0.487
624	0.653
686	0.565
754	0.57
828	0.585
910	0.501
1000	0.559
1100	0.683
1210	0.542
1330	0.601
1462	0.572
1608	0.535
1768	0.491
1944	0.539
2138	0.553
2350	0.58
2584	0.543
2842	0.555
3126	0.525
3438	0.51
3780	0.729
4158	0.609
4572	0.549
5028	0.632
5530	0.662
6082	0.64
6690	0.594
7358	0.795
8092	0.589
8900	0.618
9790	0.704
10768	0.615
11844	0.69
13028	0.659
14330	0.676
15762	0.717
17338	0.685
19070	0.85
20976	0.967
23072	0.862
25378	0.932
27914	1.106
30704	0.876
33774	1.045
37150	1.091
40864	1.284
44950	1.218
49444	1.367
54388	1.311
59826	1.416
65808	1.539
72388	1.588
79626	1.779
87588	1.861
96346	2.001
105980	2.215
116578	2.365
128234	2.65
141056	2.818
155160	3.6
170676	3.486
187742	3.698
206516	4.055
227166	4.401
249882	4.854
274870	5.229
302356	5.823
332590	6.548
365848	7.027
402432	7.735
442674	8.531
486940	9.388
535634	10.16
589196	12.377
648114	12.828
712924	13.735
784216	15.119
862636	16.334
948898	18.173
1043786	19.785
1148164	21.606
1262980	24.131
1389278	27.776
1528204	30.873
1681024	34.27
1849126	38.152
2034038	41
2237440	45.073
2461184	49.842
2707302	55.909
2978032	62.377
3275834	68.162
3603416	75.157
3963756	81.377
4360130	88.795
4796142	98.184
5275756	107.09
5803330	118.198
6383662	131.379
7022028	143.542
7724230	158.79
8496652	181.366
9346316	192.381
