16	0.803168	0.996672
20	0.751904	0.799296
22	0.754592	0.7904
24	0.745024	0.780608
26	0.743136	0.778752
28	0.74544	0.780736
30	0.742272	0.777344
32	0.747104	0.783136
34	0.73952	0.781504
36	0.740704	0.776096
38	0.741536	0.776448
40	0.749152	0.784512
44	0.73952	0.774944
48	0.743328	0.778688
52	0.737216	0.771008
56	0.739168	0.774848
60	0.737888	0.773664
66	0.739744	0.781088
72	0.74736	0.782688
78	0.738944	0.774368
84	1.41014	1.44592
92	0.739264	0.774912
100	0.732896	0.768384
110	0.732992	0.76832
120	0.738304	0.774016
132	0.73616	0.99696
144	0.736704	0.772448
158	0.744448	0.780704
172	0.737824	0.772736
188	0.762272	0.798368
206	0.742368	0.778752
226	0.740544	0.782912
248	0.74096	0.776288
272	0.756992	0.799264
298	0.75312	0.78976
326	0.75392	0.791904
358	0.759296	0.79632
392	0.758176	0.796576
430	0.768736	0.815488
472	0.763968	0.802912
518	1.03082	1.29498
568	1.54765	1.58765
624	1.03206	1.07258
686	1.04678	1.08835
754	1.30141	1.34592
828	1.0921	1.13286
910	1.25885	1.31408
1000	1.18118	1.2279
1100	1.05085	1.10509
1210	1.05683	1.10496
1330	1.0727	1.1216
1462	1.08442	1.13469
1608	1.05242	1.10618
1768	1.06186	1.11382
1944	1.0792	1.12973
2138	1.04208	1.32522
2350	1.07798	1.13488
2584	1.04758	1.10115
2842	1.06355	1.11936
3126	1.04259	1.10387
3438	1.07437	1.13568
3780	1.06726	1.13069
4158	1.65152	1.72445
4572	1.08675	1.16157
5028	1.0784	1.15142
5530	1.07821	1.18794
6082	1.0855	1.17088
6690	1.04995	1.13587
7358	1.0599	1.15062
8092	1.0937	1.19027
8900	1.05142	1.39139
9790	1.05968	1.16669
10768	1.05325	1.16678
11844	1.05405	1.17478
13028	1.07245	1.20291
14330	1.09725	1.23507
15762	1.12138	1.27216
17338	1.12634	1.29229
19070	1.08752	1.2593
20976	1.14413	1.3255
23072	1.10192	1.30544
25378	1.1288	1.34211
27914	1.14378	1.37837
30704	1.66634	1.92419
33774	1.19744	1.70845
37150	1.1913	1.49504
40864	1.22157	1.53917
44950	1.21939	1.56931
49444	1.24093	1.61395
54388	1.27139	1.67968
59826	1.30934	1.75024
65808	1.62237	2.22422
72388	1.64659	2.17197
79626	1.67347	2.24448
87588	1.72198	2.34829
96346	1.74262	2.49466
105980	1.83293	2.60432
116578	1.91526	2.7583
128234	1.9735	2.89827
141056	2.05805	3.15472
155160	2.13872	3.22467
170676	2.4495	3.57091
187742	2.42704	3.59914
206516	2.51946	3.78202
227166	2.65709	3.99014
249882	2.67914	4.1249
274870	2.83763	4.51818
302356	2.92422	4.652
332590	3.02198	4.85254
365848	3.14579	5.09274
402432	3.1432	5.29424
442674	3.45274	5.80765
486940	3.55821	6.07872
535634	3.8096	6.66573
589196	3.97517	6.99139
648114	4.20726	7.42218
712924	4.60173	8.17232
784216	4.69488	8.53213
862636	5.04211	9.27805
948898	5.34784	9.91446
1043786	5.73011	10.7667
1148164	6.28541	11.8453
1262980	6.58451	12.5876
1389278	7.27114	13.8308
1528204	7.61226	14.7653
1681024	8.14893	16.0422
1849126	8.83072	17.5009
2034038	9.63203	19.1732
2237440	10.2355	21.1719
2461184	11.1623	22.8408
2707302	12.1757	25.0921
2978032	13.2205	27.4893
3275834	14.4032	30.126
3603416	15.4615	34.451
3963756	16.8162	39.0487
4360130	18.3926	40.5438
4796142	20.0303	43.4258
5275756	21.964	47.5868
5803330	24.0475	52.8046
6383662	26.148	57.6395
7022028	28.2937	62.6524
7724230	30.9047	68.7984
8496652	34.0517	77.0114
9346316	37.2478	85.1065
