16	2.65
20	0.552
22	0.603
24	0.696
26	0.553
28	0.48
30	0.602
32	0.607
34	0.599
36	0.557
38	0.511
40	0.555
44	0.525
48	0.702
52	0.535
56	0.489
60	0.535
66	0.523
72	0.747
78	0.551
84	0.475
92	0.48
100	0.482
110	0.617
120	0.562
132	0.734
144	0.487
158	0.552
172	0.493
188	0.559
206	0.508
226	0.493
248	0.599
272	0.52
298	0.531
326	0.515
358	0.54
392	0.62
430	0.474
472	0.672
518	0.571
568	0.558
624	0.584
686	0.528
754	0.571
828	0.543
910	0.621
1000	0.521
1100	0.581
1210	0.607
1330	0.555
1462	0.479
1608	0.487
1768	0.525
1944	0.591
2138	0.542
2350	0.536
2584	0.561
2842	0.535
3126	0.663
3438	0.517
3780	0.585
4158	0.62
4572	0.718
5028	0.944
5530	0.712
6082	0.638
6690	0.568
7358	0.629
8092	0.553
8900	0.595
9790	0.65
10768	0.662
11844	0.635
13028	0.643
14330	0.729
15762	0.77
17338	0.656
19070	0.826
20976	0.986
23072	0.853
25378	0.951
27914	1.071
30704	0.961
33774	0.948
37150	1.04
40864	1.126
44950	1.303
49444	1.252
54388	1.363
59826	1.35
65808	1.71
72388	1.889
79626	1.913
87588	1.917
96346	2.114
105980	2.151
116578	2.356
128234	2.647
141056	2.856
155160	3.204
170676	3.407
187742	4.274
206516	4.076
227166	4.439
249882	4.926
274870	5.383
302356	5.927
332590	6.598
365848	6.917
402432	7.694
442674	8.424
486940	9.166
535634	10.25
589196	12.139
648114	12.565
712924	13.946
784216	16.963
862636	17.513
948898	18.032
1043786	20.226
1148164	21.951
1262980	24.563
1389278	27.86
1528204	30.275
1681024	33.978
1849126	38.228
2034038	42.836
2237440	45.402
2461184	50.143
2707302	55.686
2978032	61.445
3275834	67.89
3603416	74.868
3963756	81.711
4360130	88.966
4796142	98.549
5275756	109.055
5803330	118.879
6383662	132.292
7022028	145.789
7724230	175.892
8496652	176.62
9346316	195.899
