16	0.13
20	0.05
22	0.022
24	0.021
26	0.021
28	0.037
30	0.021
32	0.02
34	0.021
36	0.026
38	0.021
40	0.021
44	0.023
48	0.021
52	0.022
56	0.023
60	0.021
66	0.022
72	0.031
78	0.023
84	0.032
92	0.023
100	0.024
110	0.024
120	0.025
132	0.025
144	0.025
158	0.025
172	0.026
188	0.026
206	0.028
226	0.047
248	0.031
272	0.047
298	0.034
326	0.034
358	0.052
392	0.049
430	0.055
472	0.051
518	0.06
568	0.046
624	0.049
686	0.052
754	0.056
828	0.057
910	0.064
1000	0.07
1100	0.078
1210	0.08
1330	0.089
1462	0.093
1608	0.103
1768	0.116
1944	0.125
2138	0.18
2350	0.147
2584	0.161
2842	0.175
3126	0.197
3438	0.214
3780	0.232
4158	0.342
4572	0.408
5028	0.319
5530	0.442
6082	0.39
6690	0.454
7358	0.475
8092	0.505
8900	0.652
9790	0.666
10768	0.746
11844	0.8
13028	0.895
14330	0.98
15762	1.112
17338	1.19
19070	1.371
20976	1.483
23072	1.619
25378	1.79
27914	2.027
30704	2.15
33774	2.424
37150	2.699
40864	2.976
44950	3.334
49444	3.654
54388	4.015
59826	4.494
65808	4.953
72388	5.597
79626	6.089
87588	6.77
96346	7.486
105980	8.325
116578	9.028
128234	10.009
141056	11.122
155160	12.283
170676	13.785
187742	15.199
206516	16.746
227166	18.344
249882	20.468
274870	22.716
302356	25.107
332590	28.095
365848	31.024
402432	34.218
442674	38.046
486940	42.187
535634	45.773
589196	51.551
648114	56.737
712924	63.045
784216	69.829
862636	76.638
948898	85.53
1043786	94.153
1148164	104.962
1262980	115.933
1389278	127.426
1528204	141.866
1681024	156.239
1849126	173.249
2034038	192.776
2237440	215.298
2461184	235.29
2707302	260.912
2978032	288.801
3275834	319.731
3603416	354.453
3963756	396.204
4360130	433.194
4796142	479.769
5275756	535.829
5803330	592.304
6383662	654.058
7022028	725.458
7724230	803.598
8496652	892.289
9346316	982.596
