16	2.01
20	0.58
22	0.568
24	0.582
26	0.554
28	0.572
30	0.622
32	0.544
34	0.523
36	0.49
38	0.571
40	0.602
44	0.505
48	0.5
52	0.505
56	0.609
60	0.506
66	0.55
72	0.519
78	0.558
84	0.573
92	0.436
100	0.511
110	0.541
120	0.536
132	0.534
144	0.499
158	0.473
172	0.57
188	0.52
206	0.503
226	0.631
248	0.479
272	0.584
298	0.479
326	0.525
358	0.586
392	0.517
430	0.616
472	0.504
518	0.576
568	0.511
624	0.512
686	0.496
754	0.598
828	0.666
910	0.595
1000	0.547
1100	0.527
1210	0.529
1330	0.532
1462	0.615
1608	0.627
1768	0.508
1944	0.525
2138	0.563
2350	0.514
2584	0.579
2842	0.74
3126	0.584
3438	0.615
3780	0.568
4158	0.588
4572	0.495
5028	0.66
5530	0.67
6082	0.868
6690	0.739
7358	0.872
8092	0.681
8900	0.577
9790	0.633
10768	0.627
11844	0.686
13028	0.566
14330	0.793
15762	0.796
17338	0.779
19070	0.86
20976	0.761
23072	0.928
25378	0.89
27914	1.004
30704	1.043
33774	1.156
37150	1.285
40864	1.295
44950	1.194
49444	1.231
54388	1.525
59826	1.732
65808	1.484
72388	1.749
79626	1.743
87588	1.968
96346	2.049
105980	2.487
116578	2.458
128234	2.722
141056	2.952
155160	3.12
170676	3.416
187742	3.692
206516	4.082
227166	4.704
249882	4.86
274870	5.289
302356	5.892
332590	6.421
365848	7.602
402432	8.268
442674	9.109
486940	9.807
535634	10.798
589196	11.733
648114	12.853
712924	13.93
784216	15.206
862636	17.154
948898	18.909
1043786	20.631
1148164	22.556
1262980	25.081
1389278	27.572
1528204	31.045
1681024	33.79
1849126	37.777
2034038	41.377
2237440	45.181
2461184	50.628
2707302	56.748
2978032	62.243
3275834	68.203
3603416	74.787
3963756	81.697
4360130	90.625
4796142	98.296
5275756	107.643
5803330	118.462
6383662	130.719
7022028	143.85
7724230	159.308
8496652	175.778
9346316	193.373
