16	0.867
20	0.623
22	0.585
24	0.504
26	0.513
28	0.503
30	0.573
32	0.532
34	0.52
36	0.647
38	0.581
40	0.543
44	0.469
48	0.551
52	0.497
56	0.609
60	0.495
66	0.601
72	0.546
78	0.489
84	0.57
92	0.564
100	0.539
110	0.508
120	0.681
132	0.525
144	0.539
158	0.58
172	0.544
188	0.379
206	0.394
226	0.584
248	0.516
272	0.443
298	0.545
326	0.529
358	0.47
392	0.572
430	0.801
472	0.529
518	0.533
568	0.511
624	0.532
686	0.549
754	0.498
828	0.638
910	0.559
1000	0.528
1100	0.544
1210	0.56
1330	0.561
1462	0.577
1608	0.544
1768	0.615
1944	0.538
2138	0.579
2350	0.623
2584	0.534
2842	0.724
3126	0.514
3438	0.563
3780	0.554
4158	0.585
4572	0.542
5028	0.539
5530	0.536
6082	0.604
6690	0.609
7358	0.586
8092	0.53
8900	0.6
9790	0.68
10768	0.735
11844	0.634
13028	0.698
14330	0.844
15762	0.696
17338	0.994
19070	0.796
20976	0.703
23072	0.893
25378	0.855
27914	0.965
30704	0.946
33774	1.023
37150	1.274
40864	1.167
44950	1.374
49444	1.913
54388	2.037
59826	2.285
65808	2.373
72388	2.32
79626	2.286
87588	2.405
96346	2.064
105980	2.219
116578	2.408
128234	2.61
141056	3.338
155160	3.541
170676	3.495
187742	4.25
206516	4.038
227166	4.402
249882	5.09
274870	5.365
302356	5.901
332590	6.4
365848	6.98
402432	7.691
442674	8.457
486940	9.354
535634	10.15
589196	11.282
648114	11.914
712924	13.878
784216	15.814
862636	16.334
948898	18.464
1043786	20.469
1148164	21.653
1262980	23.973
1389278	26.971
1528204	31.889
1681024	35.274
1849126	38.295
2034038	40.216
2237440	44.348
2461184	48.919
2707302	56.676
2978032	61.545
3275834	67.62
3603416	74.565
3963756	80.746
4360130	93.846
4796142	97.648
5275756	108.418
5803330	118.871
6383662	139.085
7022028	143.695
7724230	157.838
8496652	176.111
9346316	193.305
