16	0.818208	1.03798
20	0.768992	0.816928
22	0.807744	0.844128
24	0.780416	0.816384
26	0.776192	0.8128
28	0.76672	0.802848
30	0.777248	0.813152
32	0.745344	0.781216
34	0.781152	0.830304
36	0.774304	0.810304
38	0.763776	0.809696
40	0.789248	0.824768
44	0.76496	0.800928
48	0.739872	0.788128
52	0.765344	0.801504
56	0.771168	0.807584
60	0.762272	0.798208
66	0.756416	0.796512
72	0.749856	0.786208
78	0.748448	0.784896
84	1.45069	1.49229
92	0.74368	0.77968
100	0.748288	0.784864
110	0.741312	0.77792
120	0.748288	0.785024
132	0.74208	1.01555
144	0.75248	0.78912
158	0.748256	0.784896
172	0.748864	0.785952
188	0.779872	0.816768
206	0.745216	0.7816
226	0.75504	0.793248
248	0.74816	0.786112
272	0.756832	0.8008
298	0.76256	0.800352
326	0.771392	0.811104
358	0.75408	0.791712
392	0.764	0.802464
430	0.760256	0.798912
472	0.760192	0.799456
518	1.02406	1.28912
568	1.55251	1.59235
624	1.03309	1.07437
686	1.04003	1.08147
754	1.03942	1.08115
828	1.0583	1.09802
910	1.07075	1.11542
1000	1.10368	1.14774
1100	1.03222	1.08426
1210	1.04214	1.08861
1330	1.05459	1.10096
1462	1.06419	1.1119
1608	1.03971	1.08941
1768	1.05136	1.10902
1944	1.07062	1.12618
2138	1.02422	1.30435
2350	1.06416	1.12035
2584	1.04042	1.09933
2842	1.06262	1.12358
3126	1.03446	1.09888
3438	1.05901	1.12403
3780	1.05482	1.12243
4158	1.58224	1.66198
4572	1.0784	1.15274
5028	1.07613	1.16211
5530	1.06749	1.18416
6082	1.06723	1.15613
6690	1.04294	1.1441
7358	1.04611	1.14973
8092	1.07488	1.18416
8900	1.04179	1.39606
9790	1.03869	1.15734
10768	1.04154	1.16582
11844	1.03974	1.17498
13028	1.0568	1.20365
14330	1.08522	1.24042
15762	1.08554	1.25539
17338	1.11514	1.30365
19070	1.08842	1.28448
20976	1.12042	1.32963
23072	1.08896	1.3176
25378	1.11581	1.35843
27914	1.13091	1.40512
30704	1.5288	1.82144
33774	1.172	1.72758
37150	1.19168	1.54195
40864	1.20611	1.58915
44950	1.2079	1.62013
49444	1.22301	1.66906
54388	1.26854	1.75379
59826	1.29277	1.82518
65808	1.61546	2.40691
72388	1.61539	2.24861
79626	1.6577	2.3457
87588	1.7048	2.45386
96346	1.73411	2.58502
105980	1.82467	2.74474
116578	1.90314	2.91338
128234	1.9671	3.07466
141056	2.05037	3.31888
155160	2.12624	3.41376
170676	2.23338	3.55738
187742	2.41427	3.78928
206516	2.49363	3.97578
227166	2.62656	4.26515
249882	3.21046	5.00496
274870	2.82675	4.8751
302356	2.90762	5.02579
332590	3.00803	5.24333
365848	3.11594	5.56547
402432	3.10976	5.81734
442674	3.45366	6.40048
486940	3.54678	6.67584
535634	3.78682	7.38182
589196	3.97491	7.78458
648114	4.22333	8.33091
712924	4.45744	9.03728
784216	4.69165	9.5695
862636	5.03434	10.4821
948898	5.34227	11.2173
1043786	5.77152	12.2266
1148164	6.26778	13.4344
1262980	6.56906	14.2745
1389278	7.224	15.7809
1528204	7.67248	16.9553
1681024	8.13283	18.3115
1849126	8.8329	20.0281
2034038	9.58531	21.8671
2237440	10.1822	24.0498
2461184	11.0876	26.106
2707302	12.1414	28.6957
2978032	13.1699	31.4588
3275834	14.3422	34.4564
3603416	15.409	37.6622
3963756	16.7863	41.2719
4360130	18.3107	45.9513
4796142	20.0476	49.7843
5275756	21.7735	54.5302
5803330	23.8545	60.0004
6383662	26.1145	65.9271
7022028	28.5264	72.463
7724230	31.0472	79.4079
8496652	33.8068	88.4824
9346316	36.8733	95.4151
