16	0.201
20	0.141
22	0.125
24	0.066
26	0.043
28	0.021
30	0.031
32	0.053
34	0.044
36	0.021
38	0.03
40	0.033
44	0.021
48	0.049
52	0.037
56	0.021
60	0.022
66	0.021
72	0.023
78	0.021
84	0.051
92	0.051
100	0.023
110	0.023
120	0.024
132	0.05
144	0.049
158	0.026
172	0.049
188	0.026
206	0.041
226	0.07
248	0.084
272	0.031
298	0.042
326	0.098
358	0.101
392	0.097
430	0.097
472	0.074
518	0.095
568	0.097
624	0.083
686	0.084
754	0.088
828	0.091
910	0.096
1000	0.099
1100	0.106
1210	0.136
1330	0.117
1462	0.126
1608	0.132
1768	0.145
1944	0.159
2138	0.162
2350	0.181
2584	0.19
2842	0.21
3126	0.225
3438	0.24
3780	0.271
4158	0.288
4572	0.399
5028	0.343
5530	0.376
6082	0.413
6690	0.462
7358	0.496
8092	0.568
8900	0.598
9790	0.664
10768	0.724
11844	0.795
13028	0.896
14330	0.981
15762	1.142
17338	1.216
19070	1.389
20976	1.469
23072	1.585
25378	1.772
27914	2.01
30704	2.191
33774	2.464
37150	2.707
40864	2.942
44950	3.376
49444	3.696
54388	4.081
59826	4.535
65808	5.03
72388	5.527
79626	6.074
87588	6.804
96346	7.569
105980	8.21
116578	9.072
128234	10.155
141056	11.129
155160	12.324
170676	13.678
187742	15.11
206516	16.644
227166	18.449
249882	20.365
274870	22.747
302356	25.465
332590	27.692
365848	30.885
402432	34.102
442674	37.385
486940	41.686
535634	46.436
589196	51.424
648114	56.512
712924	63.023
784216	70.225
862636	76.736
948898	84.885
1043786	93.325
1148164	103.625
1262980	117.049
1389278	128.413
1528204	143.072
1681024	157.598
1849126	172.58
2034038	193.017
2237440	214.817
2461184	236.297
2707302	264.351
2978032	291.971
3275834	322.904
3603416	357.323
3963756	395.641
4360130	436.244
4796142	480.327
5275756	531.554
5803330	589.295
6383662	654.776
7022028	727.517
7724230	795.882
8496652	894.755
9346316	986.588
