16	0.159
20	0.08
22	0.039
24	0.051
26	0.045
28	0.021
30	0.049
32	0.054
34	0.034
36	0.021
38	0.021
40	0.021
44	0.021
48	0.021
52	0.021
56	0.021
60	0.022
66	0.021
72	0.022
78	0.022
84	0.021
92	0.023
100	0.024
110	0.023
120	0.049
132	0.047
144	0.061
158	0.043
172	0.027
188	0.026
206	0.062
226	0.039
248	0.099
272	0.085
298	0.101
326	0.101
358	0.1
392	0.095
430	0.094
472	0.08
518	0.077
568	0.08
624	0.083
686	0.083
754	0.087
828	0.09
910	0.094
1000	0.107
1100	0.107
1210	0.109
1330	0.117
1462	0.127
1608	0.138
1768	0.145
1944	0.155
2138	0.158
2350	0.177
2584	0.19
2842	0.204
3126	0.224
3438	0.247
3780	0.279
4158	0.347
4572	0.348
5028	0.341
5530	0.4
6082	0.421
6690	0.445
7358	0.495
8092	0.554
8900	0.597
9790	0.663
10768	0.725
11844	0.794
13028	0.92
14330	0.971
15762	1.082
17338	1.2
19070	1.297
20976	1.496
23072	1.724
25378	1.835
27914	1.978
30704	2.242
33774	2.4
37150	2.688
40864	2.993
44950	3.3
49444	3.65
54388	4.067
59826	4.509
65808	5.049
72388	5.497
79626	6.103
87588	6.717
96346	7.431
105980	8.236
116578	9.252
128234	10.049
141056	11.254
155160	12.383
170676	13.775
187742	15.222
206516	16.764
227166	18.679
249882	20.703
274870	22.731
302356	25.181
332590	27.747
365848	30.981
402432	33.907
442674	38.089
486940	42.014
535634	45.802
589196	51.329
648114	56.664
712924	63.139
784216	69.336
862636	76.907
948898	85.122
1043786	93.777
1148164	103.586
1262980	115.133
1389278	127.934
1528204	140.4
1681024	156.246
1849126	173.904
2034038	193.364
2237440	212.053
2461184	236.426
2707302	261.756
2978032	289.77
3275834	322.462
3603416	355.932
3963756	391.956
4360130	433.525
4796142	486.891
5275756	536.86
5803330	591.635
6383662	660.154
7022028	729.405
7724230	799.712
8496652	893.139
9346316	982.466
