16	1.259
20	0.645
22	0.549
24	0.654
26	0.562
28	0.521
30	0.569
32	0.504
34	0.612
36	0.506
38	0.692
40	0.588
44	0.51
48	0.555
52	0.561
56	0.532
60	0.519
66	0.7
72	0.61
78	0.503
84	0.526
92	0.485
100	0.558
110	0.537
120	0.463
132	0.562
144	0.486
158	0.548
172	0.465
188	0.541
206	0.522
226	0.45
248	0.524
272	0.515
298	0.489
326	0.453
358	0.498
392	0.536
430	0.497
472	0.609
518	0.524
568	0.59
624	0.585
686	0.542
754	0.479
828	0.502
910	0.51
1000	0.466
1100	0.549
1210	0.672
1330	0.515
1462	0.486
1608	0.545
1768	0.5
1944	0.541
2138	0.572
2350	0.517
2584	0.576
2842	0.561
3126	0.713
3438	0.56
3780	0.592
4158	0.578
4572	0.61
5028	0.606
5530	0.551
6082	0.606
6690	0.595
7358	0.603
8092	0.608
8900	0.709
9790	0.568
10768	0.588
11844	0.55
13028	0.649
14330	0.69
15762	0.711
17338	0.763
19070	0.754
20976	0.793
23072	0.801
25378	0.828
27914	0.998
30704	0.913
33774	1.176
37150	1.21
40864	1.22
44950	1.169
49444	1.327
54388	1.239
59826	1.328
65808	1.479
72388	1.656
79626	1.749
87588	2.04
96346	2.105
105980	2.214
116578	2.385
128234	2.68
141056	3.092
155160	3.178
170676	3.39
187742	3.688
206516	4.082
227166	4.342
249882	5.652
274870	5.342
302356	5.977
332590	6.438
365848	7.35
402432	7.629
442674	8.351
486940	9.162
535634	9.876
589196	10.86
648114	12.213
712924	13.678
784216	16.155
862636	16.426
948898	18.596
1043786	19.786
1148164	21.582
1262980	24.534
1389278	27.363
1528204	30.532
1681024	34.264
1849126	37.453
2034038	43.018
2237440	47.912
2461184	49.914
2707302	56.956
2978032	61.103
3275834	69.501
3603416	75.608
3963756	81.348
4360130	94.651
4796142	98.005
5275756	114.903
5803330	127.369
6383662	138.725
7022028	144.608
7724230	170.277
8496652	187.762
9346316	209.033
