16	1.818
20	0.358
22	0.673
24	0.655
26	0.509
28	0.416
30	0.52
32	0.506
34	0.479
36	0.566
38	0.514
40	0.57
44	0.531
48	0.553
52	0.519
56	0.525
60	0.493
66	0.542
72	0.534
78	0.505
84	0.585
92	0.538
100	0.575
110	0.711
120	0.514
132	0.52
144	0.449
158	0.513
172	0.511
188	0.594
206	0.485
226	0.401
248	0.525
272	0.5
298	0.543
326	0.598
358	0.613
392	0.538
430	0.555
472	0.489
518	0.534
568	0.514
624	0.552
686	0.76
754	0.565
828	0.547
910	0.486
1000	0.589
1100	0.471
1210	0.52
1330	0.533
1462	0.523
1608	0.721
1768	0.565
1944	0.666
2138	0.549
2350	0.503
2584	0.556
2842	0.507
3126	0.563
3438	0.61
3780	0.544
4158	0.519
4572	0.655
5028	0.654
5530	0.645
6082	0.524
6690	0.612
7358	0.584
8092	0.583
8900	0.646
9790	0.608
10768	0.637
11844	0.608
13028	0.677
14330	0.642
15762	0.786
17338	0.855
19070	0.674
20976	0.797
23072	0.797
25378	0.932
27914	0.836
30704	1.077
33774	1.163
37150	1.143
40864	1.19
44950	1.395
49444	1.312
54388	1.3
59826	1.492
65808	1.443
72388	1.742
79626	1.758
87588	1.878
96346	2.297
105980	2.176
116578	2.373
128234	2.569
141056	2.941
155160	3.138
170676	3.426
187742	3.749
206516	4.023
227166	4.67
249882	4.832
274870	5.5
302356	5.873
332590	6.425
365848	7.006
402432	7.736
442674	8.398
486940	9.221
535634	10.234
589196	10.945
648114	11.699
712924	13.731
784216	14.952
862636	16.317
948898	18.005
1043786	19.685
1148164	21.91
1262980	24.39
1389278	26.892
1528204	30.011
1681024	33.2
1849126	37.738
2034038	40.306
2237440	44.945
2461184	49.832
2707302	54.704
2978032	60.961
3275834	68.405
3603416	74.446
3963756	80.772
4360130	88.042
4796142	98.184
5275756	108.494
5803330	118.985
6383662	131.772
7022028	144.51
7724230	164.574
8496652	173.931
9346316	193.158
